ceo,company_founded,job_title,cb_link,location,primary_organisation
 Anil Jain ,1,CEO,/person/anil-jain-cdc2," Indore, Madhya Pradesh, India", Process Master Technologies 
 Hanumanagouda K ,1,Founder and CEO,/person/hanumanagouda-k," Bangalore, Karnataka, India", HCare 
 Jayant Mhetar ,—,President & CEO,/person/jayant-mhetar," Pune, Maharashtra, India"," ZTRIC, Inc. "
 Arks Srinivas ,—,CEO,/person/arks-srinivas," Bangalore, Karnataka, India", VistaMind 
 Utkarsh Jain ,1,CEO,/person/utkarsh-jain," Gurgaon, Haryana, India", Teramatrix Technologies 
 Sarath S S V S ,—,CEO,/person/sarath-s-s-v-s," Hyderabad, Andhra Pradesh, India", SeekNShop.IO 
 Ashutosh Kumar ,1,Founder & CEO,/person/ashutosh-kumar-4," Mumbai, Maharashtra, India", Ushva Clean Technology Pvt. Ltd. 
 Abhimanyu Kumar ,1,"Founder, CEO at eDabbewala",/person/abhimanyu-kumar," Gurgaon, Haryana, India", eDabbewala.com 
 Ajay Kumar PP ,—,CEO & Managing Director,/person/ajay-kumar-p-p," Mumbai, Maharashtra, India", Biztran Solutions Private Limited 
 Sunil Kumar ,1,Founder & CEO,/person/sunil-kumar-19," Delhi, Delhi, India", SHOWOFF 
 Rohit Gupta ,1,CEO & Founder,/person/rohit-gupta," Kolkata, West Bengal, India", Campus Karma 
 Anandanatarajan Sethuraman ,1,Founder and CEO,/person/anandanatarajan-sethuraman," Chennai, Tamil Nadu, India", Vanuston Intelligence 
 Udayakumar Kadirvel ,1,Co- Founder and CEO,/person/udayakumar-kadirvel," Bangalore, Karnataka, India", Mobigraph Inc. 
 Ashish Turkane ,—,CEO,/person/ashish-turkane," Pune, Maharashtra, India", Nitman Software 
 Ashok Giri D ,1,Founder & CEO,/person/ashok-giri-d," Bangalore, Karnataka, India", Vindhya 
 Sanjay Kumar ,1,CEO & Founder,/person/sanjay-kumar-10," Hyderabad, Andhra Pradesh, India", Kindergraph Technologies Pvt Ltd 
 Mahendra Agarwal ,1,Co-Founder & CEO,/person/mahendra-agarwal," Delhi, Delhi, India", Gati Infrastructure 
 Shalin Jirawla ,2,Founder & CEO,/person/shalin-jirawla," Ahmedabad, Gujarat, India", Mall story 
 Vibha Kagzi ,1,Founder & CEO,/person/vibha-kagzi," Mumbai, Maharashtra, India", ReachIvy 
 Sameer Shashank ,1,CEO,/person/sameer-shashank," Hyderabad, Andhra Pradesh, India", MoneyPlanned 
 Sakshi Sureka ,—,CEO & Managing Director,/person/sakshi-sureka," Mumbai, Maharashtra, India", Societynmore 
 Sajid Husain ,1,Co-Founder & CEO,/person/sajid-husain," Bangalore, Karnataka, India", CloseConnexions 
 Jaymin Shah ,1,CEO,/person/jaymin-shah," Ahmedabad, Gujarat, India", NewsEnquire 
 Mounish Ambaliya ,1,Founder And CEO : TechSevin,/person/mounish-ambaliya," Mumbai, Maharashtra, India", Techsevin 
 Ravneet Singh ,1,Founder & CEO,/person/ravneet-singh," Hyderabad, Andhra Pradesh, India", Brthe 
 Amarnath Chowdary Panguluru ,1,CEO,/person/amarnath-chowdary-panguluru," Bangalore, Karnataka, India", ModeFinServer Private Limited 
 Sameer K Singh ,1,CEO & Founder,/person/sameer-k-singh," Pune, Maharashtra, India", Yoola 
 Nitika Sharma ,1,"Founder, Chairwoman and CEO",/person/nitika-sharma," Gurgaon, Haryana, India", VNOW Technologies 
 Piyush Jain ,1,Founder and CEO,/person/piyush-jain-4," Indore, Madhya Pradesh, India", Froyofit 
 Harshita Chopra ,1,Founder and CEO,/person/harshita-chopra," Chandigarh, Chandigarh, India", TechnoRadiant 
 Ajay Mandahr ,—,CEO,/person/ajay-mandahr," Gurgaon, Haryana, India", Escorts 
 Sachin Nangare ,—,CEO and Director,/person/sachin-nangare," Pune, Maharashtra, India", Techprimelab Software Pvt. Ltd. 
 Nikhil Mathur ,1,co-founder & ceo,/person/nikhil-mathur," Mumbai, Maharashtra, India", Freewave tech-solutions private limited 
 Edvin Varghese ,1,Founder & CEO,/person/edvin-varghese," Bangalore, Karnataka, India", Appface Technologies Pvt Ltd 
 Sambhav Jain ,1,Co-Founder and CEO,/person/sambhav-jain," Noida, Uttar Pradesh, India", Inmile 
 Paras Sangwan ,1,Founder & CEO,/person/paras-sangwan," Mumbai, Maharashtra, India", PAJASA Apartments 
 Saraansh Tandon ,1,Founder CEO,/person/saraansh-tandon," Chandigarh, Chandigarh, India", Competent Groove 
 Prasad Shriyan ,1,Co-Founder & CEO,/person/prasad-shriyan," Mumbai, Maharashtra, India", Drivify 
 shiva kumar eppakayala ,1,CEO and Founder,/person/shiva-kumar-eppakayala," Hyderabad, Andhra Pradesh, India", trifare 
 Ketharaman Swaminathan ,1,Founder & CEO,/person/ketharaman-swaminathan," Pune, Maharashtra, India", GTM360 Marketing Solutions 
 Ravi Prasad ,1,Founder & CEO,/person/ravi-prasad," Hyderabad, Andhra Pradesh, India", GenCrunch STPL 
 Dhirendra Kr. Pandey ,1,Co-Founder & CEO,/person/dhirendra-kr-pandey," Noida, Uttar Pradesh, India", Media Search Group 
 Mahendra Sengar ,1,Co-Founder & CEO,/person/mahendra-sengar," Hyderabad, Andhra Pradesh, India", BigStartups Network 
 Rohan Khedkar ,3,Co-founder & CEO,/person/rohan-khedkar," Pune, Maharashtra, India", UpWealth 
 Aman Gupta ,1,Co-founder / CEO,/person/aman-gupta-4," Bangalore, Karnataka, India", YourMarch 
 Akshay Dua ,1,"CEO, Founder",/person/akshay-dua," Delhi, Delhi, India", Moremint 
 Anand Krishna ,—,CEO,/person/anand-krishna," Chennai, Tamil Nadu, India", KS Technologies 
 Dev Gor ,1,CEO & Founder,/person/dev-gor," Ahmedabad, Gujarat, India", TRL IT Solutions 
 Siddartha Denamsetti ,1,CEO,/person/siddartha-denamsetti," Hyderabad, Andhra Pradesh, India", TeamSid Gaming Solutions Private Limited 
 Vikas Chaudhary ,1,CEO and Founder,/person/vikas-chaudhary-9b14," Noida, Uttar Pradesh, India", Visabuddy 
 Srujana Patnaik ,1,Founder and CEO,/person/srujana-patnaik," Hyderabad, Andhra Pradesh, India", Cellerite Systems 
 Arijit Bose ,1,CEO,/person/arijit-bose-0065," Kolkata, West Bengal, India", Captiva Energy Solutions 
 Christian Schuller ,1,Founder and CEO,/person/christian-schuller," Mumbai, Maharashtra, India", Asia Finance Group 
 Supreeth Premkumar ,1,Founder & CEO,/person/supreeth-premkumar," Hyderabad, Andhra Pradesh, India", PocketTrucks 
 Leena Dandekar ,1,Founder & CEO,/person/leena-dandekar," Mumbai, Maharashtra, India", Raintree Family Office 
 Amit Garg ,1,Founder and CEO,/person/amit-garg-b8a7," Pune, Maharashtra, India", Upside Learning 
 Aditya Pratap Singh ,1,Founder and CEO,/person/aditya-pratap-singh-847d," Delhi, Delhi, India", Let's Meat 
 KiranKalyan Kulkarni ,—,Co- Founder & CEO,/person/kirankalyan-kulkarni," Pune, Maharashtra, India", AyanWorks Technology Solutions 
 Ruchi Kumar ,1,Founder and CEO,/person/ruchi-kumar," Mumbai, Maharashtra, India", Drishtant 
 Sriram Srinivasan ,1,"Founder, CEO & Lead Developer",/person/sriram-srinivasan-2," Hyderabad, Andhra Pradesh, India", TomatoFry 
 Saim Ahmad ,1,CEO & Co-founder,/person/saim-ahmad," Lucknow, Uttar Pradesh, India", Key 2 homes 
 Lavanaya Viswanatham ,1,CEO & Founder,/person/lavanaya-viswanatham," Bangalore, Karnataka, India", NearBuz 
 Saurabh Shah ,1,Founder & CEO,/person/saurabh-shah-2," Ahmedabad, Gujarat, India", HandyServices.In 
 Dilip Chenoy ,—,MD & CEO,/person/dilip-chenoy," Delhi, Delhi, India", National Skill Development Corporation 
 Sandip Kumar Sharma ,—,"Managing Director & CEO, India",/person/sandip-kumar-sharma," Pune, Maharashtra, India", DecisivEdge 
 Malini Vaish ,1,CEO,/person/malini-vaish," Noida, Uttar Pradesh, India", ENSOWT 
 Balawant Kumar Singh ,1,Owner and CEO,/person/balawant-kumar-singh," Lucknow, Uttar Pradesh, India", Blazing Star Softech 
 Mariam Javed ,1,Founder & CEO,/person/mariam-javed," Bangalore, Karnataka, India", Pocket Khaki 
 Amit Bhatia ,—,CEO,/person/amit-bhatia-3," Gurgaon, Haryana, India", Impact Investors Council 
 R.D Shwetang ,1,Founder & CEO,/person/r-d-shwetang-2," Gurgaon, Haryana, India", GoPlayr 
 Rajeev Banduni ,1,Co-founder and CEO,/person/rajeev-banduni," Bangalore, Karnataka, India", GrowthEnabler 
 Chirayush Shah ,1,Founder & CEO,/person/chirayush-shah," Mumbai, Maharashtra, India", Ayukrt 
 Adarsh Patil ,1,Founder & CEO,/person/adarsh-patil," Bangalore, Karnataka, India", Patient-Help 
 Yatin Kantak ,1,CEO and Cofounder,/person/yatin-kantak," Mumbai, Maharashtra, India", LyncBiz Corporation 
 Hemant Tomar ,—,CEO,/person/hemant-tomar-2," Bangalore, Karnataka, India", Tomar Technologies 
 Amandeep Kakkar ,—,CEO,/person/amandeep-kakkar," Chandigarh, Chandigarh, India", LawSolva 
 Vinay Krishna ,1,Co-Founder & CEO,/person/vinay-krishna-2," Mumbai, Maharashtra, India", Jigserv Digital 
 Ashutosh Rai ,1,Co-Founder/CEO,/person/ashutosh-rai," Delhi, Delhi, India", Satrbru Techsystems Pvt. Ltd. 
 Narasimha Kumar ,1,Co-founder and CEO,/person/narasimha-kumar," Hyderabad, Andhra Pradesh, India", Miljul 
 Sidharth Tripathy ,—,CEO,/person/sidharth-tripathy-2," Gurgaon, Haryana, India", Skillizen Learning Solutions Pvt. Ltd. 
 Kshitiz Thakur ,1,Founder & CEO,/person/kshitiz-thakur," Delhi, Delhi, India", Purpalyn Digital 
 Samrat Bhadra ,1,Founder and CEO,/person/samrat-bhadra," Kolkata, West Bengal, India", La Manguste 
 Arpit Singh ,1,Founder and CEO,/person/arpit-singh-adab," Noida, Uttar Pradesh, India", Digital Seo Guide 
 Sheshagiri Anegondi ,—,CEO,/person/sheshagiri-anegondi," Mumbai, Maharashtra, India", Rythium Techologies LLP 
 Varun Sarda ,1,Founder & CEO,/person/varun-sarda," Mumbai, Maharashtra, India", WTFARES.com 
 Suresh Lingamaneni ,1,Co-Founder and CEO,/person/suresh-lingamaneni," Hyderabad, Andhra Pradesh, India", Identis 
 Atanu Ghosh ,1,Founder and CEO,/person/atanu-ghosh," Kolkata, West Bengal, India", Salt n Soap 
 Rajib Ghosh ,—,Director & CEO,/person/rajib-ghosh-2," Kolkata, West Bengal, India", Core Careers Pvt. Ltd. 
 Gowtham Kishore ,1,Founder and CEO,/person/gowtham-kishore," Chennai, Tamil Nadu, India", Gixtronix Technologies 
 Raghuram KS ,1,Founder & CEO,/person/raghuram-ks," Mumbai, Maharashtra, India", FOSEngage 
 Munshi Riaz ,—,CEO,/person/munshi-riaz," Hyderabad, Andhra Pradesh, India", Technobotz 
 Reyhan Saif ,—,CEO,/person/reyhan-saif," Hyderabad, Andhra Pradesh, India", Voicegate 
 Dineshkumar Harursampath ,1,Co-Founder and CEO,/person/dineshkumar-harursampath-2," Bangalore, Karnataka, India", SYmbosim 
 Hemang Shah ,—,CEO,/person/hemang-shah-2," Mumbai, Maharashtra, India", DiamondGarden.in 
 Jitudan Gadhvi ,1,Founder & CEO,/person/jitudan-gadhvi," Ahmedabad, Gujarat, India", Sun Media Marketing 
 Abhishek Gupta ,1,CEO & Founder,/person/abhishek-gupta-2," Kolkata, West Bengal, India", Bteract 
 Shaik Naushad ,1,"CEO, Founder",/person/shaik-naushad," Hyderabad, Andhra Pradesh, India", Intifi Education 
 Ingudam Manoranjan ,1,Founder & CEO,/person/ingudam-manoranjan," Bangalore, Karnataka, India", VBOOKY.COM 
 Abhash Kumar ,1,CEO,/person/abhash-kumar-2," Gurgaon, Haryana, India", HealthMir 
 Ashwin Chalam ,—,CEO,/person/ashwin-chalam," Bangalore, Karnataka, India", MarketFinance India 
 Ravi Ranjan Singh ,1,Founder & CEO,/person/ravi-ranjan-singh," Noida, Uttar Pradesh, India", Netking Web Services Pvt. Ltd 
 Sivagopi Appadurai ,1,Founder and CEO,/person/sivagopi-appadurai," Chennai, Tamil Nadu, India", PRO Rabbits 
 Anil Shinde ,2,Founder & CEO,/person/anil-shinde," Pune, Maharashtra, India", Patterns7 Technologies 
 Shujath Pasha ,1,"Founder, CEO, & MD",/person/shujath-pasha," Bangalore, Karnataka, India", iPRIMITUS 
 Manoj Reddy ,—,CEO,/person/manoj-reddy," Hyderabad, Andhra Pradesh, India", Innfidects Pvt. Ltd. 
 Rashida Makati ,1,"Co-Founder, CEO",/person/rashida-makati," Ahmedabad, Gujarat, India", OTFCoder 
 Kiran Srinivas ,1,Co-Founder & CEO,/person/kiran-srinivas," Hyderabad, Andhra Pradesh, India", Kenvault 
 Umeash Sahhaaii ,1,CEO & Founder,/person/umeash-sahhaaii," Pune, Maharashtra, India", EFC Land Development & Infrastructure Limited 
 Apurva Pachpor ,—,CEO,/person/apurva-pachpor," Pune, Maharashtra, India", CellBeans Healthcare Pvt Ltd 
 Harish Venkatesh ,—,CEO,/person/harish-venkatesh," Hyderabad, Andhra Pradesh, India", Neo Quotient 
 Sharad Mittal ,—,CEO,/person/sharad-mittal," Mumbai, Maharashtra, India", Motilal Oswal Real Estate (MORE) 
 Sanjeev Verma ,—,CEO & Executive Director,/person/sanjeev-verma-0c72," Mumbai, Maharashtra, India", AGC Networks 
 Mahesh Kumar Sharma ,—,Managing Director and CEO,/person/mahesh-kumar-sharma," Mumbai, Maharashtra, India", SBI Life 
 Anuj Kejriwal ,—,CEO and MD,/person/anuj-kejriwal," Mumbai, Maharashtra, India", ANAROCK 
 Logavel Sundar ,—,CEO Malaysia,/person/logavel-sundar," Chennai, Tamil Nadu, India", Finix info solution private limited 
 Srikanth Ramanathan ,—,CEO,/person/srikanth-ramanathan," Chennai, Tamil Nadu, India", Aurum Soft Systems 
 Ishank Gupta ,—,CEO,/person/ishank-gupta," Noida, Uttar Pradesh, India", W3villa Technologies 
 Manish Mohnot ,—,Managing Director and CEO,/person/manish-mohnot," Mumbai, Maharashtra, India", Kalpataru Power Transmission 
 Deepak Mathur ,1,Founder & CEO,/person/deepak-mathur-bc39," Ahmedabad, Gujarat, India", SearchOptiMark 
 Supriya Sri P ,1,"Co-Founder, CEO",/person/supriya-sri-p," Bangalore, Karnataka, India", Box O' Magic 
 Shiraz Ahmed ,1,Founder & CEO,/person/shiraz-ahmed," Mumbai, Maharashtra, India", ITAZ Technologies 
 Himanshu Chakrawarti ,—,CEO,/person/himanshu-chakrawarti," Mumbai, Maharashtra, India", The MobileStore 
 Abhishek Garg ,—,CEO,/person/abhishek-garg-2," Delhi, Delhi, India", Roadiets 
 Prashant Patil ,1,CEO & Founder,/person/prashant-patil," Pune, Maharashtra, India", Reapup.com 
 S Vaitheeswaran ,1,MD & CEO,/person/s-vaitheeswaran," Bangalore, Karnataka, India", Manipal Global Education Services 
 Ashok Gupta ,1,"Co-Founder, CEO",/person/ashok-gupta-2," Delhi, Delhi, India", Dilligrocery 
 Bosco Antony Sheen ,1,Founder & CEO,/person/bosco-antony-sheen," Bangalore, Karnataka, India", Sun Telematics Private Ltd 
 Sunil Rawat ,1,Cofounder & CEO,/person/sunil-rawat," Indore, Madhya Pradesh, India", AppCatalyserLegacy 
 Rajendra singh ,—,Director & CEO,/person/rajendra-singh," Mumbai, Maharashtra, India", Subbecho.com private limited 
 Nikhil Thakur ,1,Founder and CEO,/person/nikhil-thakur," Mumbai, Maharashtra, India", Helios India Rent A Car 
 Paritosh Reddy ,—,CEO,/person/paritosh-reddy," Hyderabad, Andhra Pradesh, India", Pyro Networks(Financial Service) 
 Mipaandeep Singh ,1,CEO and CoFounder,/person/mipaandeep-singh," Noida, Uttar Pradesh, India", IndiaHub 
 Abhinav Rana ,—,CEO,/person/abhinav-rana," Gurgaon, Haryana, India", Back-Bench Innovations 
 Vignesh T.V. ,1,"Founder, CEO & CTO",/person/vignesh-t-v," Chennai, Tamil Nadu, India", Timecampus 
 Vishal Hanmattekar ,1,CEO & Co-founder,/person/vishal-hanmattekar," Mumbai, Maharashtra, India", The Blueberry Trails 
 Suyash K ,1,Cofounder & CEO,/person/suyash-k," Ahmedabad, Gujarat, India", b2c digital pvt ltd 
 Sarthak Bhasin ,1,Director / Founder & CEO,/person/sarthak-bhasin," Delhi, Delhi, India", Happiesta 
 Aditya Prakash ,1,Founder & CEO,/person/aditya-prakash-3," Lucknow, Uttar Pradesh, India", Regal Business Developers 
 Dilip J Thomas ,1,CEO,/person/dilip-thomas-2," Kolkata, West Bengal, India", Radikal Labs 
 Subrata Dhara ,1,"CEO, Founder and Director",/person/subrata-dhara," Mumbai, Maharashtra, India", Media24by7 
 Jatin Sharma ,1,"CEO, Co-Founder",/person/jatin-sharma-08bc," Delhi, Delhi, India", FlipRobotics 
 Ketan Mehta ,—,CEO,/person/ketan-mehta-2," Mumbai, Maharashtra, India", Ecosense Labs 
 Abhilash Meena ,1,Founder and CEO,/person/abhilash-meena," Ahmedabad, Gujarat, India", The Viral Universe 
 Pranav Agrawal ,1,Co-Founder and CEO,/person/pranav-agrawal," Delhi, Delhi, India", Apay Marketing Private Limited 
 Nath Masturkar ,1,Founder & CEO,/person/nath-masturkar," Mumbai, Maharashtra, India", Nexgeno 
 Swapnil JoshiI ,1,"Investor, Founder, Managing Director, and CEO",/person/swapnil-joshii," Pune, Maharashtra, India", CellBeans Healthcare Pvt Ltd 
 Rahul Chatterjee ,—,Group CEO,/person/rahul-chatterjee-671c," Kolkata, West Bengal, India", Palash Healthcare Systems 
 Ayush Jhunjhunwala ,1,Founder and CEO,/person/ayush-jhunjhunwala," Kolkata, West Bengal, India", IndustryPrime 
 Prathamesh Adep ,1,Founder and CEO,/person/prathamesh-adep," Pune, Maharashtra, India", Nextsky Technologies 
 Mandeep Hooda ,—,CEO,/person/mandeep-hooda," Delhi, Delhi, India", Share Local Business 
 JOY PAUL ,—,CEO,/person/joy-paul-2," Kochi, Kerala, India", Techshore Inspection Services 
 ElsaMarie D'Silva ,—,Founder and CEO,/person/elsamarie-d-silva," Mumbai, Maharashtra, India", Safecity 
 George Mathew ,1,Founder CEO,/person/george-mathew-5," Chennai, Tamil Nadu, India", Appztesting 
 Vishvendra Chaudhary ,—,CEO,/person/vishvendra-chaudhary," Noida, Uttar Pradesh, India", Crossahead 
 Sushant Yadav ,1,Co-Founder and CEO,/person/sushant-yadav," Gurgaon, Haryana, India", Optimite 
 Kumar Saurav ,1,Founder | CEO,/person/kumar-saurav," Kolkata, West Bengal, India", imagerie 
 Harsh Shah ,—,CEO and Whole-Time Director,/person/harsh-shah-6e9b," Mumbai, Maharashtra, India", India Grid Trust 
 Chandan Badgujar ,1,Co-Founder | Strategic CEO,/person/chandan-badgujar," Mumbai, Maharashtra, India", The Contrast 
 Dharani Prabhu ,—,CEO,/person/dharani-prabhu," Bangalore, Karnataka, India", Rocclo 
 Abhay Shukla ,1,Co Founder & CEO,/person/abhay-shukla," Noida, Uttar Pradesh, India", yesMYgift 
 Vivek Chauhan ,—,CEO,/person/vivek-chauhan-5fd9," Ahmedabad, Gujarat, India", ConnectionFace Technologies 
 Sanjay Kaul ,1,Co-Founder and CEO,/person/sanjay-kaul-1fc0," Gurgaon, Haryana, India", Sofyx Systems Pvt. Ltd. 
 Ajit Patel ,1,Founder and CEO,/person/ajit-patel-2," Mumbai, Maharashtra, India", N-Gage 
 Meeth Maharana ,—,CEO,/person/meeth-maharana," Bangalore, Karnataka, India", Linkshelf 
 Anchal Gupta ,1,Founder and CEO,/person/anchal-gupta," Bangalore, Karnataka, India", Dress365days 
 Al Arafath ,1,Founder & CEO,/person/al-arafath," Chennai, Tamil Nadu, India", Trait Jar 
 Nikunj Jaisalmeria ,1,Co-founder and CEO,/person/nikunj-jaisalmeria," Mumbai, Maharashtra, India", Viagreen 
 Ravi Segal ,—,CEO,/person/ravi-segal," Bangalore, Karnataka, India", Manav Energy Pvt Ltd. 
 Ajay Joseph ,1,Co Founder & CEO,/person/ajay-joseph-2," Bangalore, Karnataka, India", Binge 
 Gurdeep Chhabra ,1,Founder & CEO,/person/gurdeep-chhabra," Gurgaon, Haryana, India", Moneyaari 
 Nagendra Gadamsetty ,1,Founder & CEO,/person/nagendra-gadamsetty," Hyderabad, Andhra Pradesh, India", Friendsmoo Info Media Private Limited 
 Sandhya Tholi ,1,Co-Founder and CEO,/person/sandhya-tholi," Hyderabad, Andhra Pradesh, India", Trippongo 
 Sergey Derevjanko ,—,CEO,/person/sergey-derevjanko," Mumbai, Maharashtra, India", RentHeed 
 Pankaj Saraf ,1,CEO,/person/pankaj-saraf," Indore, Madhya Pradesh, India", Ashwarya Infotech Pvt. Ltd. 
 Vinayak Rajanahally ,1,Founder & CEO,/person/vinayak-rajanahally," Bangalore, Karnataka, India", eventValue 
 Sumit Sharma ,—,CEO,/person/sumit-sharma-e3b9," Mumbai, Maharashtra, India", P2peasy 
 Jerry Cherian ,—,CEO,/person/jerry-cherian," Kochi, Kerala, India", SEO Engineer 
 Sunil Chavan ,1,CEO and Co-Founder,/person/sunil-chavan," Pune, Maharashtra, India", TeenAtHeart 
 Umamaheswaran Dhananjayan ,1,CEO,/person/umamaheswaran-dhananjayan," Chennai, Tamil Nadu, India", Bigfix Gadget Care 
 Dhruv Thakkar ,1,Founder & CEO,/person/dhruv-thakkar," Ahmedabad, Gujarat, India", Bechdeoye 
 Satisha Venkataramaiiah ,2,Founder and CEO,/person/satisha-venkataramaiiah," Bangalore, Karnataka, India", leanGears LLC 
 Ajay Harchandani ,1,Founder & CEO,/person/ajay-harchandani," Gurgaon, Haryana, India", Teast Technology Pvt. Ltd. 
 Ammar Falak ,1,Founder & CEO,/person/ammar-falak," Bangalore, Karnataka, India", Marcabees 
 Ravindra T ,1,Founder & CEO,/person/ravindra-t," Pune, Maharashtra, India", Ravar Group 
 Jagadish G ,—,CEO,/person/jagadish-g," Chennai, Tamil Nadu, India", Infrit Technologies Private Limited 
 Vipul Mehta ,1,CEO & Founder,/person/vipul-mehta," Mumbai, Maharashtra, India", Makemycasa.com 
 Vipin Khandelwal ,1,"Founder, CEO",/person/vipin-khandelwal," Mumbai, Maharashtra, India", Learning Infinite 
 Tarun Agarwal ,1,Founder & CEO,/person/tarun-agarwal," Delhi, Delhi, India", Prosjob 
 Kousik Rajendran ,1,Co Founder / CEO,/person/kousik-rajendran," Bangalore, Karnataka, India", Healtho5 Solutions 
 Shahid Shah ,1,CEO,/person/shahid-shah-3," Mumbai, Maharashtra, India", Healthy Shoppe 
 Sarbjit Pannu ,1,Founder CEO,/person/sarbjit-pannu," Chandigarh, Chandigarh, India", ICPI Train2Teach-Online 
 Rishal Babu ,1,Founder and CEO,/person/rishal-babu," Bangalore, Karnataka, India", Yeppypot 
 Melarkode Narasimhan ,1,CEO,/person/melarkode-narasimhan," Bangalore, Karnataka, India", Inuit Cloud Technologies 
 Amar Parkash ,1,Founder & CEO,/person/amar-parkash," Gurgaon, Haryana, India", CustTap 
 Ankush Gupta ,—,CEO,/person/ankush-gupta-3," Mumbai, Maharashtra, India", Cinqo 
