ceo,company_founded,job_title,cb_link,location,primary_organisation
 James Walter ,—,"VICE-CHAIRMAN OF THE BOARD AND CEO, OFS INDIA",/person/james-walter-4," Chennai, Tamil Nadu, India", ObjectFrontier 
 Harmeet S. Bindra ,1,CEO,/person/harmeet-s-bindra," Delhi, Delhi, India", Leixir 
 Sainath Gupta ,1,"Founder, CEO",/person/sainath-gupta," Hyderabad, Andhra Pradesh, India", AasaanPay 
 Manish Khera ,3,Founder & CEO,/person/manish-khera-2," Mumbai, Maharashtra, India", Happy 
 Aniket Deb ,1,Co-Founder & CEO,/person/aniket-deb," Mumbai, Maharashtra, India", Bizongo 
 Mr Pawan Gadia ,—,"CEO, Online and Retail, Ferns N Petals",/person/mr-pawan-gadia," Delhi, Delhi, India", Ferns N Petals 
 Arnav Jhunjhunwala ,1,Founder and CEO,/person/arnav-jhunjhunwala," Kolkata, West Bengal, India", 100MPH 
 Vivek Bhargava ,1,CEO & MD,/person/vivek-bhargava," Mumbai, Maharashtra, India", Communicate2 
 Alekh Barli ,6,Co-Founder & CEO,/person/alekh-barli," Hyderabad, Andhra Pradesh, India", Intellibot.io 
 Indrajeet Roy ,1,Founder and CEO,/person/indrajeet-roy-2," Gurgaon, Haryana, India", Hoi Foods 
 Dinesh Goel ,1,CEO & Co-founder,/person/dinesh-goel," Mumbai, Maharashtra, India", Aasaanjobs 
 Ananth Rao ,1,CEO & Managing Director,/person/ananth-rao," Hyderabad, Andhra Pradesh, India", Focus Ventures 
 Lavin Punjabi ,4,President & CEO,/person/lavin-punjabi," Mumbai, Maharashtra, India", Affinity 
 Sunil Chandiramani ,1,Founder & CEO,/person/sunil-chandiramani," Mumbai, Maharashtra, India", NYKA Advisory Services 
 Abhishek Agarwal ,1,CEO & Co-Founder,/person/abhishek-agarwal-5," Mumbai, Maharashtra, India", CreditVidya 
 Rajesh Neelakanta ,1,Executive Director and CEO,/person/rajesh-neelakanta," Mumbai, Maharashtra, India", BVC Logistics 
 Arnav Kishore ,1,Founder and CEO,/person/arnav-kishore," Delhi, Delhi, India", Boltt Sports Technologies 
 Sameer Nayar ,1,CEO,/person/sameer-nayar-2193," Gurgaon, Haryana, India", BuildSupply 
 Jiby Thomas ,2,Founder & CEO,/person/jiby-thomas," Mumbai, Maharashtra, India", Webbutterjam 
 Nikhil Rathi ,2,CEO & Founder,/person/nikhil-rathi," Mumbai, Maharashtra, India", Infrastructure Republic 
 Raj Pandey ,—,CEO,/person/raj-pandey," Bangalore, Karnataka, India", ZopNow 
 Amit Bhagat ,1,CEO & Managing Director,/person/amit-bhagat-4900," Mumbai, Maharashtra, India", ASK Property Investment Advisors (ASK PIA) 
 Jyotsna Pattabiraman ,1,Founder and CEO,/person/jyotsna-pattabiraman," Bangalore, Karnataka, India", Grow Fit 
 Sakshi Katiyal ,—,"Sakshi Katiyal, CEO – Home & Soul,",/person/sakshi-katiyal-4," Noida, Uttar Pradesh, India", home & soul 
 Vinay Peshwa ,—,CEO,/person/vinay-peshwa," Pune, Maharashtra, India", Maxsimos Techsoft 
 C. L. Rathi ,1,Managing Director and CEO,/person/c-l-rathi," Mumbai, Maharashtra, India", Advanced Enzymes 
 Adhil Shetty ,3,Founder & CEO,/person/adhil-shetty," Chennai, Tamil Nadu, India", BankBazaar.com 
 Sidharth Rao ,1,CEO and Co-Founder,/person/sidharth-rao," Mumbai, Maharashtra, India", Webchutney 
 Shanmugavel Sankaran ,1,Founder & CEO,/person/shanmugavel-sankaran," Chennai, Tamil Nadu, India", FixNix Inc 
 Kanika Tekriwal ,1,Founder & CEO,/person/kanika-tekriwal," Delhi, Delhi, India", JetSetGo 
 Akash Gupta ,1,Co-Founder & CEO,/person/akash-gupta-b27c," Gurgaon, Haryana, India", Zypp 
 Arunprasad Durairaj ,1,Co-Founder & CEO,/person/arunprasad-durairaj," Chennai, Tamil Nadu, India", Flintobox 
 Jyoti Deshpande ,—,"Director, Group CEO, Managing Director",/person/jyoti-deshpande," Mumbai, Maharashtra, India", Eros STX Global 
 Rashesh Shah ,1,Chairman and CEO,/person/rashesh-shah," Mumbai, Maharashtra, India", Edelweiss Broking 
 Deepak Gullapalli ,2,CEO & Founder,/person/deepak-gullapalli," Hyderabad, Andhra Pradesh, India", Head Digital Works 
 Deepak Gupta ,1,Co-Founder & CEO,/person/deepak-gupta-7," Mumbai, Maharashtra, India", Equity Crest 
 Amit Kumar ,1,Founder and CEO,/person/amit-kumar-f4ca," Delhi, Delhi, India", GalaxyCard 
 Aanan Khurma ,4,Co-Founder & CEO,/person/aanan-khurma," Delhi, Delhi, India", Wellversed Health 
 Sankalp Agarwal ,1,CEO & Co-Founder,/person/sankalp-agarwal," Noida, Uttar Pradesh, India", TravelTriangle 
 Gaurav Baheti ,1,Founder & CEO,/person/gaurav-baheti," Delhi, Delhi, India", Procol 
 Rohini Prakash ,1,Founder and CEO,/person/rohini-prakash," Mumbai, Maharashtra, India", Tomorrow Capital 
 Roshan Agarwal ,1,Founder & CEO,/person/roshan-agarwal-2," Ahmedabad, Gujarat, India", White Panda 
 Manish Chopra ,1,Co-Founder & CEO,/person/manish-chopra-2," Gurgaon, Haryana, India", Little 
 Alok Agarwal ,1,Founder & CEO,/person/alok-agarwal-3," Mumbai, Maharashtra, India", Striver Capital Advisors 
 Debadutta Upadhyaya ,1,CEO,/person/debadutta-upadhyaya," Mumbai, Maharashtra, India", Timesaverz.com 
 Sandeep Lodha ,1,Founder & CEO,/person/sandeep-lodha," Mumbai, Maharashtra, India", Weddingz 
 Sriram Ramakrishnan ,—,Managing Director and CEO,/person/sriram-ramakrishnan," Chennai, Tamil Nadu, India", Consul Neowatt 
 Anandbir Brar ,—,CEO,/person/anandbir-brar," Hyderabad, Andhra Pradesh, India", Excelra 
 Anupriya Acharya ,—,CEO,/person/anupriya-acharya," Mumbai, Maharashtra, India", Publicis Media 
 Viraj Bahl ,1,Founder and CEO,/person/viraj-bahl," Delhi, Delhi, India", Veeba Foods 
 Mansi Zaveri ,1,Founder & CEO,/person/mansi-zaveri," Mumbai, Maharashtra, India", Kids Stop Press 
 Sachin Chhabra ,2,Founder & CEO,/person/sachin-chhabra," Mumbai, Maharashtra, India", Peel-Works 
 Kedar Kulkarni ,2,CEO & Co-Founder,/person/kedar-kulkarni," Chennai, Tamil Nadu, India", HyperVerge 
 Arvind Kumar ,1,Founding Member & CEO,/person/mr-arvind-kumar," Chennai, Tamil Nadu, India", Attune Technologies 
 Roopam Asthana ,—,CEO and Director,/person/roopam-asthana-2," Mumbai, Maharashtra, India", Liberty General Insurance 
 Rohan Mahajan ,1,Founder and CEO,/person/rohan-mahajan," Delhi, Delhi, India", LawRato.com 
 Subrat Kar ,1,Co-founder & CEO,/person/subrat-kar," Delhi, Delhi, India", Vidooly 
 Mohit Mittal ,4,Founder | CEO,/person/mohit-mittal-2," Delhi, Delhi, India", MedTrail 
 Ajay Adiseshann ,3,Founder & CEO,/person/ajay-adiseshann," Mumbai, Maharashtra, India", PayMate 
 Gautam Shewakramani ,1,Founder & CEO,/person/gautam-shewakramani," Mumbai, Maharashtra, India", AudioCompass 
 Bipin Narang ,—,Co-Founder & CEO,/person/bipin-narang," Delhi, Delhi, India", Printvenue 
 Kailash Bhatia ,—,Director & CEO,/person/kailash-bhatia," Mumbai, Maharashtra, India", Future Group 
 Aditya Bhagat ,1,CEO & Co-founder,/person/aditya-bhagat," Bangalore, Karnataka, India", Bankbuddy.ai 
 Satya Prabhakar ,2,CEO,/person/satya-prabhakar," Chennai, Tamil Nadu, India", sulekha.com 
 Deepak Bhutra ,—,CEO,/person/deepak-bhutra," Mumbai, Maharashtra, India", India Transact Services Limited 
 Gautam Balijepalli ,1,Co-Founder & CEO,/person/gautam-balijepalli," Bangalore, Karnataka, India", Kouzina FoodTech 
 Allwin Agnel ,2,Founder & CEO,/person/allwin-agnel," Mumbai, Maharashtra, India", PaGaLGuY 
 Keerthi Kumar Jain ,1,Founder & CEO,/person/keerthi-kumar-jain," Hyderabad, Andhra Pradesh, India", Any Time Loan 
 Siddhant Bhalinge ,1,Founder & CEO,/person/siddhant-bhalinge," Pune, Maharashtra, India", UGAOO 
 Apurv Dhumal ,2,Founder and CEO,/person/apurv-dhumal," Pune, Maharashtra, India", Football Express 
 Sameer Bulchandani ,—,Managing Director and CEO,/person/sameer-bulchandani," Mumbai, Maharashtra, India", Avdel India 
 Manoranjan (Mao) Mohapatra ,—,Executive Director/CEO,/person/manoranjan-mao-mohapatra," Gurgaon, Haryana, India", Mahindra Comviva 
 Swaminathan Seetharaman ,2,Co-Founder & CEO,/person/swaminathan-seetharaman," Bangalore, Karnataka, India", Pianta 
 Atul Shinghal ,2,CEO,/person/atul-shinghal," Bangalore, Karnataka, India", Probe Equity Research 
 Manoj Sinha ,1,CEO and Co-Founder,/person/manoj-sinha," Mumbai, Maharashtra, India", Husk Power Systems 
 Swarup Nanda ,1,Founder and CEO,/person/swarup-nanda," Mumbai, Maharashtra, India", Pencil 
 Vaibhav Jain ,2,Founder and CEO,/person/vaibhav-jain-2," Noida, Uttar Pradesh, India", StartupFlux 
 Aneesh Bhasin ,2,Co-Founder and CEO,/person/aneesh-bhasin," Mumbai, Maharashtra, India", Hipcask 
 Kaushik Roy ,1,Founder & CEO,/person/kaushik-roy-a015," Gurgaon, Haryana, India", Biryani By Kilo 
 Satyamohan Yanambaka ,—,CEO,/person/satyamohan-yanambaka," Mumbai, Maharashtra, India", Writer Information 
 Abhishek Soni ,1,Co-Founder & CEO,/person/abhishek-soni-7a9a," Mumbai, Maharashtra, India", Upwards Fintech 
 Anish Williams ,1,Co Founder & CEO,/person/anish-williams," Mumbai, Maharashtra, India", TranServ 
 Rohit Sharma ,1,Co-Founder & CEO,/person/rohit-sharma-2," Mumbai, Maharashtra, India", POKKT 
 Neeraj Joshi ,1,Founder and CEO,/person/neeraj-joshi," Pune, Maharashtra, India", ThingsMeet Solutions Private Limited 
 Yash Patel ,1,"Co-Founder, CEO",/person/yash-pokar," Bangalore, Karnataka, India", SellerBucket 
 Ajit Narayanan ,1,Founder & CEO,/person/ajit-narayanan," Chennai, Tamil Nadu, India", Avaz 
 Prafulla Mathur ,3,Co-founder & CEO,/person/prafulla-mathur," Gurgaon, Haryana, India", Vossle 
 Ashok Hariharan ,2,Co-Founder & CEO,/person/ashok-hariharan," Mumbai, Maharashtra, India", IDfy 
 Vikram Kankaria ,1,CEO,/person/vikram-kankaria," Chennai, Tamil Nadu, India", Fashor 
 Devan Dharavath ,1,Founder & CEO,/person/devan-dharavath," Hyderabad, Andhra Pradesh, India", Villageagro.com 
 Shiv Shankar Ganesh ,1,Founder - CEO,/person/shiv-shankar-ganesh," Chennai, Tamil Nadu, India", Kaching 
 Vivek N. Gour ,—,Managing Director & CEO,/person/vivek-n-gour," Gurgaon, Haryana, India", Air Works India Engineering 
 Jesal Mehta ,—,"Founder, and CEO",/person/jesal-mehta," Ahmedabad, Gujarat, India", Aavenir 
 Manish Rathi ,2,Founder & CEO,/person/manish-rathi-2," Noida, Uttar Pradesh, India", RailYatri 
 Aashish Agarwaal ,1,CEO,/person/aashish-agarwaal," Chennai, Tamil Nadu, India", Springbord 
 Abhimanyu Bhosale ,1,Co-Founder & CEO,/person/abhimanyu-bhosale," Pune, Maharashtra, India", Livehealth 
 Vikram Chari ,1,"Founder, Chairman & CEO",/person/vikram-chari," Bangalore, Karnataka, India", SmartOwner 
 Chandan Joshi ,1,Co-Founder & CEO,/person/chandan-joshi," Gurgaon, Haryana, India", MobiKwik 
 Piyush Kumar ,1,CEO & Founder,/person/piyush-kumar," Delhi, Delhi, India", Rooter 
 Surjendu Kuila ,1,Co-Founder & CEO,/person/surjendu-kuila," Noida, Uttar Pradesh, India", Zopper 
 Omkar Shirhatti ,1,"Co-Founder, CEO",/person/omkar-shirhatti," Mumbai, Maharashtra, India", Karza Technologies 
 Vipul Amler ,1,Founder and CEO,/person/vipul-a-m," Pune, Maharashtra, India", Saeloun 
 Anuradha Agarwal ,1,Co-Founder and CEO,/person/anuradha-agarwal," Gurgaon, Haryana, India", Multibhashi 
 Pushpendra Agrawal ,1,"Founder, CEO",/person/pushpendra-agrawal," Indore, Madhya Pradesh, India", Walkover Web Solutions 
 Saransh Kumar ,1,CEO and Founder,/person/saransh-kumar," Kolkata, West Bengal, India", Orastays 
 Sidharth Oberoi ,1,Founder & CEO,/person/sidharth-oberoi-2," Chandigarh, Chandigarh, India", LetsShave.com 
 Sanjiv Khandelwal ,1,CEO,/person/sanjiv-khandelwal," Mumbai, Maharashtra, India", Centerac Technologies 
 Mohammed Abubakr ,2,Co-Founder & CEO,/person/mohammed-abubakr," Hyderabad, Andhra Pradesh, India", BookMEDS 
 Ajay Trehan ,1,Founder & CEO,/person/ajay-trehan," Gurgaon, Haryana, India", AuthBridge 
 Suchita Salwan ,1,"Founder, CEO",/person/suchita-salwan," Delhi, Delhi, India", Little Black Book 
 Hitesh Chawla ,1,Founder & CEO,/person/hitesh-chawla," Gurgaon, Haryana, India", SilverPush 
 Subramanian Viswanathan ,1,Co-Founder and CEO,/person/subramanian-viswanathan," Chennai, Tamil Nadu, India", Disprz 
 Rushabh Mehta ,1,"Founder, CEO",/person/rushabh-mehta-1eb3," Mumbai, Maharashtra, India", ERPNext 
 Rohan Kumar ,1,CEO & Co-Founder,/person/rohan-kumar-2," Gurgaon, Haryana, India", Toffee Insurance 
 Deepthi (Singh) Sharma ,2,"CEO, Engineer, Founder",/person/deepthi-singh," Bangalore, Karnataka, India", Trailchain 
 Shameek Chakravarty ,1,CEO & Founder,/person/shameek-chakravarty," Bangalore, Karnataka, India", Farmizen 
 Sanchal Ranjan ,1,Co founder & CEO,/person/sanchal-ranjan," Gurgaon, Haryana, India", ZiffyHomes 
 Anu Acharya ,2,Founder & CEO,/person/anu-acharya," Hyderabad, Andhra Pradesh, India", Mapmygenome 
 Mohit Sareen ,2,Founder | CEO,/person/mohit-sareen," Delhi, Delhi, India", Elixir Web Solutions 
 Rishabh Gupta ,1,Co-Founder/CEO,/person/rishabh-gupta," Pune, Maharashtra, India", Letsintern 
 Karan Judge ,—,CEO,/person/karan-judge," Mumbai, Maharashtra, India", Nouam 
 B.G. Krishnan ,1,Founder & CEO,/person/b-g--krishnan," Chennai, Tamil Nadu, India", eShakti.com 
 Gautam Raj Anand ,1,Founder & CEO,/person/gautam-raj-anand," Delhi, Delhi, India", Hubhopper 
 Satyendra Shukla ,2,Founder and CEO,/person/satyendra-shukla," Gurgaon, Haryana, India", Four-S Services 
 Prakhar Saxena ,2,CEO & Co-founder,/person/prakhar-saxena," Gurgaon, Haryana, India", Selltm (acquired by Snapdeal) 
 Ashish Bajaj ,1,CEO and Co-Founder,/person/ashish-bajaj-fc3d," Hyderabad, Andhra Pradesh, India", Elear Solutions 
 Tejasvi Mohanram ,2,Founder & CEO,/person/tejasvi-mohanram," Gurgaon, Haryana, India", RupeePower 
 Ashvini Jakhar ,1,CEO & Founder,/person/ashvini-jakhar," Gurgaon, Haryana, India", Prozo.com 
 Md Jahangir Alam ,5,"Founder, CMD & CEO",/person/md-jahangir-alam," Kolkata, West Bengal, India", Jangoworks 
 Satkam Divya ,2,founder & CEO,/person/satkam-divya," Gurgaon, Haryana, India", KlinicApp 
 Manikanta Racharla ,—,CEO,/person/manikanta-racharla," Hyderabad, Andhra Pradesh, India", ShopTap 
 Sandeep Prasad ,1,CEO & Founder,/person/sandeep-prasad," Pune, Maharashtra, India", Wink & Nod 
 Anand Prabhu Subramanian ,1,Co-Founder & CEO,/person/anand-prabhu-subramanian," Bangalore, Karnataka, India", Infilect 
 Sandeep Chawda ,1,Co-Founder and CEO,/person/sandeep-chawda," Pune, Maharashtra, India", Clarice Technologies 
 Rashmi Vittal ,1,"Founder, CEO",/person/rashmi-vittal," Bangalore, Karnataka, India", Little Green Kid 
 Nirav Khambhati ,—,CEO,/person/nirav-khambhati," Mumbai, Maharashtra, India", Tata ClassEdge 
 Mr. Prashasta Seth ,—,CEO,/person/mr-prashasta-seth," Ahmedabad, Gujarat, India", IIFL Asset Management 
 Dhruv Agrawal ,1,Co-Founder and CEO,/person/dhruv-agrawal-63b7," Delhi, Delhi, India", Aether Biomedical 
 Pranjal Mehta ,—,CEO,/person/pranjal-mehta," Ahmedabad, Gujarat, India", Zealous System 
 Neil Patel ,1,Co-Founder & CEO,/person/neil-patel-6," Ahmedabad, Gujarat, India", Awaaz.De 
 John Santhosh ,1,Founder & CEO,/person/john-santhosh," Bangalore, Karnataka, India", GIEOM Business Solutions 
 Priti Sawant ,1,Founder & CEO,/person/priti-sawant," Bangalore, Karnataka, India", JoulestoWatts 
 Devraj Sanyal ,—,"MD & CEO, India & South Asia",/person/devraj-sanyal," Mumbai, Maharashtra, India", Universal Music Group 
 Phanish Chandra ,1,CEO & Co-Founder,/person/phanish-chandra," Pune, Maharashtra, India", Docplexus 
 Harshad Lahoti ,1,Founding Partner & CEO,/person/harshad-lahoti," Mumbai, Maharashtra, India", ah! Ventures 
 Abhishek Shah ,1,Co-Founder & CEO,/person/abhishek-shah-b970," Mumbai, Maharashtra, India", Wellthy Therapeutics 
 Soham Acharya ,1,Co-Founder & CEO,/person/soham-acharya," Hyderabad, Andhra Pradesh, India", NicheAI 
 Rimpal Chawla ,2,Founder & CEO,/person/rimpal-chawla," Hyderabad, Andhra Pradesh, India", Anitya Ventures 
 Arshan Vakil ,1,Founder & CEO,/person/arshan-vakil," Bangalore, Karnataka, India", Kings Learning (enguru Spoken English App) 
 Mitul Bid ,1,Co-founder & CEO,/person/mitul-bid," Pune, Maharashtra, India", Coditas 
 Devesh Chawla ,1,Founder & CEO,/person/devesh-chawla," Mumbai, Maharashtra, India", Chatur Ideas 
 Karan Chhabra ,1,CEO & Founder,/person/karan-chhabra," Gurgaon, Haryana, India", Servetel 
 Praveen Tyagi ,1,Co-Founder and CEO,/person/praveen-tyagi," Mumbai, Maharashtra, India", Eduisfun 
 Rajiv Tevtiya ,1,Executive Director & CEO,/person/rajiv-tevtiya," Mumbai, Maharashtra, India", Greencart 
 Rahil Shaikh ,1,Founder and CEO,/person/rahil-shaikh," Pune, Maharashtra, India", TechMainstay Software Pvt Ltd 
 Rahul Khanna ,1,CEO and Co-Founder,/person/rahul-khanna-ba1a," Mumbai, Maharashtra, India", Thunderpod 
 Himanshu Meena ,1,Co-Founder & CEO,/person/himanshu-meena," Mumbai, Maharashtra, India", Parsel 
 Vijay Khubchandani ,4,Founder & CEO,/person/vijay-khubchandani," Mumbai, Maharashtra, India", Sevenring Innovations Private Limited 
 Jyothirmayee J T ,1,CEO & Founder,/person/jyothirmayee-j-t," Bangalore, Karnataka, India", HiveMinds 
 Ankush Karwa ,1,CEO,/person/ankush-karwa," Gurgaon, Haryana, India", Eshopbox 
 Ashim Patil ,—,Managing Director & CEO,/person/ashim-patil," Pune, Maharashtra, India", Infotek Software & Systems 
 Trishneet Arora ,1,Founder & CEO,/person/trishneetx-arora," Mumbai, Maharashtra, India", TAC Security 
 Aslam Moosa ,1,Founder & CEO,/person/aslam-moosa," Mumbai, Maharashtra, India", Speakwell Enterprises 
 Jay Shankar ,1,"Founder, CEO",/person/jay-shankar," Bangalore, Karnataka, India", Engagedly 
 Noor Moula ,1,Founder and CEO,/person/noor-moula," Chennai, Tamil Nadu, India", Eduraja 
 Mohammed Ali ,1,Founder & CEO,/person/mohammed-ali," Bangalore, Karnataka, India", Primaseller 
 Akash Patil ,1,Founder & CEO,/person/akash-patil," Mumbai, Maharashtra, India", Billeasy 
 Daniel Raj David ,1,CEO & Co-Founder,/person/daniel-raj-david," Chennai, Tamil Nadu, India", Detect Technologies 
 Deepak Rao ,1,Founder & CEO,/person/deepak-rao-30f9," Pune, Maharashtra, India", Pivotchain Solutions 
 Goldie Srivastava ,1,Co-Founder & CEO,/person/goldie-srivastava," Gurgaon, Haryana, India", SmartE 
 Anish Popli ,3,Founder & CEO,/person/anish-popli," Noida, Uttar Pradesh, India", ProcMart 
 Saurabh Uboweja ,2,"Founder, CEO & Chief Brand Strategist",/person/saurabh-uboweja," Delhi, Delhi, India", Brands of Desire 
 Govind Balakrishna ,1,"Founder, CEO & CPO",/person/govind-b," Bangalore, Karnataka, India", Affairal 
 Neeraj Roy ,1,Managing Director & CEO,/person/neeraj-roy," Mumbai, Maharashtra, India", Hungama 
 Shahid Mansuri ,1,CEO,/person/shahid-mansuri," Ahmedabad, Gujarat, India", Peerbits Solution 
 Amit Boni ,1,Founder & CEO,/person/amit-boni," Gurgaon, Haryana, India", Ensuredit 
 Anand Awasthi ,1,CEO,/person/anand-awasthi," Mumbai, Maharashtra, India", Avhan Technologies 
 Munish Jauhar ,2,CEO/Founder,/person/munish-jauhar," Chandigarh, Chandigarh, India", Graycell Technologies 
 Kalyan Varma ,1,Co-Founder & CEO,/person/kalyan-varma," Bangalore, Karnataka, India", Almabase 
 Sachin Garg ,3,Co-founder & CEO,/person/sachin-garg-2," Bangalore, Karnataka, India", CrediMe 
 Jai Vardhan ,1,Co-Founder & CEO,/person/jai-vardhan," Gurgaon, Haryana, India", Entrackr 
 Ishan Vyas ,2,Founder & CEO,/person/ishan-vyas," Mumbai, Maharashtra, India", InstaCar 
 Sanna Vohra ,1,Founder & CEO,/person/sanna-vohra," Mumbai, Maharashtra, India", The Wedding Brigade 
 Vishnu Vankayala ,2,"CEO, Founder",/person/vishnu-vankayala," Chennai, Tamil Nadu, India", CustomerLabs Inc 
 Prasanna Krishnamoorthy ,1,"CEO, Co-Founder",/person/prasanna-krishnamoorthy," Bangalore, Karnataka, India", Upekkha Value SaaS Accelerator 
 Sourabh Deorah ,1,CEO and Co-Founder,/person/sourabh-deorah," Gurgaon, Haryana, India", Advantage Club 
 Pranav Manpuria ,2,CEO,/person/pranav-manpuria," Bangalore, Karnataka, India", Flux Auto 
 Anuj Parekh ,1,Co-Founder & CEO,/person/anuj-parekh," Mumbai, Maharashtra, India", HealthySure 
 Prasad Kantamneni ,1,CEO & Founder,/person/prasad-kantamneni," Hyderabad, Andhra Pradesh, India", UXReactor 
 Niwin Santhosh ,1,CEO & Co-Founder,/person/niwin-santhosh," Chennai, Tamil Nadu, India", Vajro 
 Manish Dhingra ,2,"Co-Founder, Director and CEO",/person/manish-dhingra," Gurgaon, Haryana, India", Mediology Software 
 Krish Iyer ,1,President & CEO,/person/krish-iyer," Gurgaon, Haryana, India", WalMart India 
 Rahul Vishwakarma ,2,Co-Founder & CEO,/person/rahul-vishwakarma," Bangalore, Karnataka, India", Mate Labs 
 Prashant Yadav ,1,Founder & CEO,/person/prashant-yadav," Noida, Uttar Pradesh, India", BodhiSutra.com 
 Mupparaju Siva Kameswara Rao ,2,CEO,/person/mupparaju-siva-kameswara-rao," Hyderabad, Andhra Pradesh, India", SFarmsIndia 
 Rajamanohar Somasundaram ,3,Co-Founder and CEO,/person/raja-manohar," Chennai, Tamil Nadu, India", Aquaconnect 
 Satyaprem Upadhyay ,1,Founder & CEO,/person/satyaprem-upadhyay," Gurgaon, Haryana, India", Nojoto 
 Veer Mishra ,1,Co-founder & CEO,/person/veer-mishra," Noida, Uttar Pradesh, India", Neuron 
 Abhinav Girdhar ,1,Co-Founder & CEO,/person/abhinav-girdhar," Gurgaon, Haryana, India", Bodhi Health Education 
 Abhinav Dinesh Garg ,2,CEO,/person/abhinav-dinesh-garg," Bangalore, Karnataka, India", iamwire 
 Rakesh Patel ,2,Founder & CEO,/person/rakesh-patel-3," Ahmedabad, Gujarat, India", Space-O Technologies 
